transaction_id,customer_id,transaction_date,transaction_type,amount,transaction_mode,merchant,status_transaction
16215,983,2025-09-13 13:25:48,Transfer,938.71,ATM,Gas Supplier,Success
22113,984,2024-02-01 08:20:56,Deposit,6159.9,Online,,Success
44577,985,2024-08-23 02:51:58,Bill Payment,724.41,UPI,Amazon,Success
21809,986,2024-11-14 17:59:34,Transfer,17388.06,Online,BigBasket,Success
28273,987,2025-08-20 17:40:37,Deposit,4237.91,Branch,,Success
13561,988,2024-12-22 01:55:03,Withdrawal,1444.65,Online,,Success
3749,989,2024-04-04 15:05:07,Deposit,23082.43,ATM,,Success
12091,990,2024-11-27 00:11:07,Transfer,6072.18,UPI,IRCTC,Success
45849,991,2025-05-30 23:32:05,Withdrawal,1204.7,ATM,,Success
35056,992,2024-06-21 22:06:54,Deposit,4751.72,Branch,,Pending
33708,993,2025-03-17 06:41:55,Deposit,9208.9,Online,,Success
17894,994,2024-04-29 22:56:11,Deposit,29366.02,Online,,Pending
17921,995,2024-12-05 23:10:44,Bill Payment,1080.11,ATM,Flipkart,Failed
24463,996,2024-01-23 09:20:35,Transfer,15816.13,Branch,BigBasket,Success
9871,997,2025-05-18 01:36:49,Withdrawal,23884.91,ATM,,Failed
7495,998,2025-05-25 11:00:23,Withdrawal,3461.02,UPI,,Success
16702,999,2025-01-05 14:14:54,Transfer,19848.14,UPI,Flipkart,Pending
31645,1000,2024-08-04 09:00:42,Deposit,13379.58,ATM,,Success
31736,1001,2024-03-02 14:21:25,Transfer,2150.37,Branch,PhonePe,Success
17631,1002,2024-03-20 02:46:16,Deposit,13556.61,UPI,,Success
29917,1003,2023-12-03 15:04:49,Deposit,25055.7,UPI,,Success
30383,1004,2024-04-13 15:08:25,Withdrawal,11499.92,ATM,,Failed
13650,1005,2025-09-12 14:37:51,Withdrawal,2451.67,ATM,,Success
47611,1006,2025-04-08 16:24:29,Withdrawal,12280.79,UPI,,Success
12463,1007,2025-06-13 03:47:06,Withdrawal,5864.28,Branch,,Success
39622,1008,2025-02-07 19:36:11,Withdrawal,33710.98,ATM,,Success
18836,1009,2024-11-04 09:03:28,Deposit,1295.02,Online,,Success
48647,1010,2024-02-16 07:50:42,Deposit,6700.6,UPI,,Success
5209,1011,2024-03-15 13:21:07,Transfer,9101.32,Branch,Water Board,Pending
15458,1012,2024-11-10 16:22:44,Transfer,23436.62,UPI,PayTM,Success
36906,1013,2024-10-26 04:37:46,Transfer,338.14,UPI,IRCTC,Success
47458,1014,2023-11-20 15:17:12,Transfer,8335.68,Branch,PhonePe,Success
40278,1015,2024-07-30 10:28:49,Deposit,20755.54,ATM,,Success
2337,1016,2025-01-08 21:45:18,Deposit,132.98,ATM,,Success
31970,1017,2025-09-11 13:46:35,Withdrawal,11248.75,Online,,Success
38346,1018,2024-02-08 13:31:22,Bill Payment,7091.65,Branch,PayTM,Success
26783,1019,2024-03-08 11:41:01,Deposit,7282.5,ATM,,Success
48017,1020,2024-07-11 23:44:05,Deposit,9018.7,ATM,,Success
41148,1021,2024-11-11 16:58:04,Withdrawal,13886.14,Online,,Success
8478,1022,2024-04-24 01:14:02,Deposit,16000.1,Branch,,Success
36907,1023,2024-12-10 00:56:29,Deposit,36436.75,Online,,Success
12846,1024,2024-01-07 19:15:02,Bill Payment,2820.12,Online,IRCTC,Success
1270,1025,2024-09-28 03:16:45,Withdrawal,7257.9,Branch,,Success
32203,1026,2024-04-20 07:03:58,Withdrawal,1906.96,Online,,Success
43918,1027,2025-08-28 22:41:37,Bill Payment,3051.21,ATM,BigBasket,Success
33911,1028,2024-09-12 04:48:52,Deposit,4812.67,Branch,,Success
45941,1029,2024-10-30 07:47:21,Transfer,16189.58,Branch,BigBasket,Success
45991,1030,2023-12-21 20:09:26,Deposit,7260.98,Online,,Success
22602,1031,2024-02-05 03:21:55,Withdrawal,18467.14,UPI,,Success
19509,1032,2023-11-14 11:17:11,Deposit,1321.69,ATM,,Success
17510,1033,2024-05-19 07:33:36,Withdrawal,9792.8,Online,,Success
13854,1034,2025-03-26 09:44:15,Deposit,9695.62,ATM,,Failed
14381,1035,2024-06-24 02:58:25,Withdrawal,1122.78,Online,,Success
20879,1036,2025-01-19 17:46:22,Withdrawal,6716.48,UPI,,Success
40021,1037,2025-08-24 10:22:06,Deposit,14772.24,UPI,,Success
23526,1038,2025-08-16 03:39:35,Withdrawal,4735.89,ATM,,Success
45794,1039,2025-08-23 02:04:16,Deposit,6956.04,ATM,,Success
20547,1040,2024-12-05 22:42:38,Withdrawal,4615.1,Online,,Success
17377,1041,2023-10-09 20:47:22,Withdrawal,23180.38,Branch,,Success
45978,1042,2024-07-27 10:45:53,Withdrawal,2715.46,Online,,Success
18717,1043,2024-01-29 04:13:56,Withdrawal,3060.42,UPI,,Success
28089,1044,2024-11-19 07:02:36,Transfer,32406.97,Branch,Flipkart,Pending
20941,1045,2024-10-05 17:40:49,Deposit,29448.2,Online,,Success
46619,1046,2024-01-21 07:41:30,Deposit,30277.42,Online,,Success
47005,1047,2025-03-26 21:50:48,Withdrawal,398.49,ATM,,Success
1398,1048,2024-05-22 13:10:19,Deposit,9298.84,Branch,,Success
26601,1049,2025-05-16 00:58:07,Deposit,12440.04,ATM,,Success
35360,1050,2025-01-23 03:34:17,Transfer,9109.05,Online,Electricity Board,Success
14484,1051,2025-05-19 08:37:54,Deposit,2858.88,Branch,,Success
5608,1052,2024-09-28 06:53:31,Deposit,4480.32,UPI,,Pending
263,1053,2023-11-16 01:38:48,Deposit,3695.38,Online,,Success
32220,1054,2025-03-04 14:44:08,Deposit,2839.15,Branch,,Success
223,1055,2024-08-18 22:26:20,Bill Payment,1443.06,Online,BigBasket,Success
19394,1056,2024-07-19 17:22:43,Transfer,30466.56,Online,Flipkart,Success
38574,1057,2025-06-23 14:03:32,Deposit,3092.22,UPI,,Success
46469,1058,2025-10-03 08:46:48,Withdrawal,11531.08,Branch,,Failed
43739,1059,2024-06-27 17:28:06,Transfer,11254.59,ATM,Reliance,Success
17893,1060,2023-11-24 19:08:36,Deposit,5378.44,Branch,,Success
42284,1061,2024-06-17 09:40:43,Transfer,18289.15,ATM,Gas Supplier,Success
24571,1062,2023-12-07 13:38:19,Withdrawal,4825.56,Branch,,Success
24200,1063,2025-02-17 03:44:42,Withdrawal,4130.54,UPI,,Pending
44360,1064,2023-12-28 22:11:02,Deposit,132.29,Branch,,Success
7499,1065,2024-09-05 15:11:24,Withdrawal,13721.74,Online,,Success
2139,1066,2025-01-04 08:26:02,Deposit,45218.5,Branch,,Success
49560,1067,2025-01-07 10:37:15,Transfer,4104.85,Branch,Gas Supplier,Success
34188,1068,2024-06-24 00:13:28,Transfer,19658.32,ATM,Flipkart,Success
24676,1069,2025-06-13 16:58:16,Withdrawal,7098.56,Branch,,Success
2213,1070,2024-05-01 10:26:48,Transfer,1065.66,Online,Gas Supplier,Success
17300,1071,2023-10-13 02:36:39,Withdrawal,11066.95,Online,,Success
16087,1072,2025-05-04 16:41:34,Deposit,2385.51,Online,,Success
17765,1073,2024-05-29 21:48:50,Deposit,25117.35,Online,,Success
6375,1074,2025-09-23 22:26:22,Withdrawal,4621.31,ATM,,Success
25569,1075,2024-10-07 17:46:59,Transfer,18508.12,UPI,Reliance,Success
1198,1076,2024-03-29 17:55:12,Withdrawal,12411.14,ATM,,Success
13159,1077,2024-12-02 18:10:30,Deposit,5058.47,Online,,Success
37852,1078,2024-08-06 04:39:54,Withdrawal,15343.52,UPI,,Success
22777,1079,2023-10-31 07:29:22,Deposit,1639.01,UPI,,Success
14700,1080,2024-06-02 10:48:19,Deposit,691.16,Online,,Success
19729,1081,2024-04-13 16:42:48,Deposit,17028.83,Online,,Success
23348,1082,2024-07-18 16:39:25,Deposit,23078.23,Branch,,Success
25562,1083,2024-03-20 22:24:41,Withdrawal,1013.94,UPI,,Success
3899,1084,2024-09-28 16:00:54,Transfer,8936.73,Branch,Amazon,Success
21624,1085,2025-05-13 19:31:03,Deposit,4846.83,ATM,,Success
47392,1086,2025-01-11 23:48:49,Transfer,355.53,UPI,Flipkart,Success
13620,1087,2025-05-05 04:51:31,Withdrawal,4024.28,Branch,,Pending
1922,1088,2024-04-29 04:13:18,Transfer,20868.02,Branch,Amazon,Success
40875,1089,2025-09-14 23:46:41,Deposit,230.69,Online,,Success
8726,1090,2025-10-07 09:37:33,Transfer,674.75,Branch,Reliance,Success
10239,1091,2023-11-26 20:54:54,Deposit,6231.16,Online,,Success
12669,1092,2025-03-31 21:38:45,Bill Payment,5489.72,Online,Reliance,Success
32537,1093,2024-02-16 23:36:42,Deposit,10900.55,Online,,Success
32087,1094,2025-05-17 22:55:27,Deposit,8886.58,Branch,,Success
30818,1095,2024-03-21 20:13:58,Withdrawal,4150.51,Online,,Success
39252,1096,2024-11-20 03:13:03,Deposit,251.82,UPI,,Pending
40589,1097,2024-09-12 23:23:35,Bill Payment,1012.65,Branch,BigBasket,Success
8819,1098,2024-08-12 10:51:57,Transfer,3779.9,Branch,Flipkart,Success
40125,1099,2024-07-02 12:21:57,Deposit,657.73,ATM,,Success
145,1100,2023-12-29 23:07:34,Deposit,12413.24,Branch,,Success
33039,1101,2024-02-27 00:14:32,Transfer,2979.85,Online,IRCTC,Success
45856,1102,2025-03-21 22:23:23,Withdrawal,7967.08,UPI,,Success
34479,1103,2024-07-07 07:37:40,Transfer,1004.26,Online,Flipkart,Success
4442,1104,2023-12-05 14:07:15,Deposit,11272.8,UPI,,Success
2864,1105,2023-10-10 17:53:45,Deposit,10937.28,Branch,,Success
37503,1106,2024-06-10 12:10:48,Transfer,10429.33,Branch,Gas Supplier,Success
2003,1107,2025-06-12 05:15:05,Deposit,3316.42,Online,,Success
4202,1108,2025-05-17 12:28:23,Transfer,8255.0,Online,Reliance,Success
25322,1109,2024-05-14 04:13:04,Deposit,439.03,ATM,,Success
9757,1110,2024-01-10 04:56:22,Withdrawal,7291.0,UPI,,Success
13307,1111,2025-02-18 08:05:21,Deposit,20929.75,ATM,,Success
28482,1112,2024-05-02 11:55:19,Deposit,7903.23,Branch,,Success
42004,1113,2024-03-29 03:26:22,Bill Payment,401.08,Online,PayTM,Success
13573,1114,2024-06-11 08:29:02,Deposit,39644.1,Online,,Success
44794,1115,2024-02-16 17:16:23,Deposit,10755.95,Branch,,Success
28026,1116,2024-07-14 16:23:46,Deposit,21072.5,ATM,,Success
46940,1117,2025-09-10 05:12:41,Deposit,4910.71,ATM,,Success
5187,1118,2025-01-27 06:49:24,Deposit,5833.11,Branch,,Failed
31716,1119,2024-10-04 15:02:05,Deposit,14059.3,UPI,,Success
8268,1120,2025-07-01 15:55:54,Deposit,130.68,UPI,,Success
11508,1121,2025-08-14 20:53:21,Withdrawal,4907.81,Online,,Failed
37003,1122,2024-03-07 14:33:08,Withdrawal,5166.45,UPI,,Success
36694,1123,2025-10-04 09:08:42,Transfer,784.69,Online,Gas Supplier,Success
36084,1124,2024-05-19 10:38:09,Deposit,12029.87,Online,,Success
27554,1125,2024-01-21 20:10:17,Deposit,8812.32,Online,,Success
8955,1126,2025-04-25 21:05:38,Transfer,26679.61,Online,Electricity Board,Success
35083,1127,2025-07-06 15:44:50,Deposit,3445.27,ATM,,Success
18468,1128,2025-02-22 09:25:13,Transfer,22042.68,Branch,Water Board,Success
30368,1129,2024-06-27 19:05:50,Withdrawal,8606.75,Online,,Success
25883,1130,2025-01-08 14:25:48,Deposit,1515.21,UPI,,Success
32069,1131,2025-01-11 18:32:49,Deposit,3405.15,ATM,,Failed
5762,1132,2025-05-02 18:22:42,Deposit,911.07,UPI,,Success
4160,1133,2023-11-07 16:35:33,Deposit,11556.66,Online,,Success
40217,1134,2024-01-31 15:28:37,Withdrawal,14003.29,Branch,,Success
39652,1135,2024-01-27 04:37:03,Deposit,3559.48,UPI,,Success
33508,1136,2024-02-25 14:23:44,Withdrawal,4230.95,Branch,,Success
28462,1137,2025-09-13 23:40:47,Deposit,4211.01,ATM,,Success
34298,1138,2025-05-15 20:16:56,Deposit,4566.37,Branch,,Success
30721,1139,2025-09-14 05:42:33,Transfer,14667.34,UPI,Flipkart,Success
4757,1140,2025-08-30 20:40:11,Withdrawal,8608.2,ATM,,Success
24049,1141,2025-04-10 14:38:20,Transfer,947.12,ATM,Reliance,Success
19098,1142,2025-03-30 09:37:11,Transfer,9185.53,Branch,IRCTC,Success
49986,1143,2024-06-22 05:13:45,Withdrawal,8985.46,Branch,,Failed
28105,1144,2024-10-13 02:11:29,Transfer,1510.45,UPI,Gas Supplier,Success
47382,1145,2024-01-18 08:30:57,Bill Payment,4079.41,Branch,PayTM,Success
24837,1146,2025-04-10 04:23:27,Withdrawal,4808.41,Online,,Success
42445,1147,2025-06-25 12:20:30,Deposit,6852.88,UPI,,Pending
12700,1148,2025-01-14 11:22:47,Deposit,33128.25,ATM,,Success
40416,1149,2025-06-17 11:10:43,Bill Payment,9458.68,UPI,IRCTC,Success
37239,1150,2024-01-10 04:18:15,Deposit,5155.2,ATM,,Failed
39873,1151,2024-06-25 22:22:17,Deposit,19726.03,Online,,Success
5356,1152,2024-12-20 10:28:32,Withdrawal,10517.35,Branch,,Success
15221,1153,2024-03-01 20:02:04,Withdrawal,1477.39,ATM,,Success
11471,1154,2024-05-27 22:21:03,Withdrawal,14437.61,ATM,,Success
35208,1155,2025-01-12 14:06:21,Transfer,1687.42,ATM,Gas Supplier,Success
33963,1156,2024-01-27 20:35:38,Deposit,17561.71,Branch,,Success
22046,1157,2024-07-12 11:52:39,Deposit,13030.31,Branch,,Success
40146,1158,2025-07-07 09:13:22,Withdrawal,48290.29,ATM,,Failed
26822,1159,2024-09-05 06:20:19,Deposit,5793.72,ATM,,Success
35435,1160,2025-01-16 04:44:11,Deposit,4181.21,ATM,,Success
35017,1161,2025-03-30 16:11:38,Deposit,6721.49,Branch,,Success
25000,1162,2024-07-25 10:22:37,Bill Payment,7201.79,ATM,Electricity Board,Success
39966,1163,2023-10-11 14:32:04,Transfer,6479.57,UPI,PayTM,Success
32529,1164,2024-09-12 06:26:54,Withdrawal,2367.77,UPI,,Success
10270,1165,2024-02-02 20:21:28,Transfer,4024.44,UPI,BigBasket,Success
49512,1166,2023-12-22 15:03:40,Deposit,2088.66,ATM,,Success
15241,1167,2024-09-05 05:25:58,Deposit,64566.63,Online,,Failed
11961,1168,2025-03-18 20:10:15,Withdrawal,14741.54,Online,,Failed
34421,1169,2023-12-05 06:37:19,Withdrawal,11539.21,UPI,,Success
48779,1170,2025-06-17 13:00:05,Deposit,5650.28,Online,,Success
26908,1171,2025-05-18 10:37:06,Withdrawal,1086.11,Online,,Success
15164,1172,2025-09-24 06:20:23,Withdrawal,10251.05,Online,,Success
47722,1173,2024-12-06 13:22:57,Deposit,25033.51,Branch,,Failed
47746,1174,2023-10-08 15:52:58,Withdrawal,9605.18,Online,,Failed
36002,1175,2025-07-27 08:47:10,Deposit,1854.74,Branch,,Success
24726,1176,2025-09-24 13:02:08,Deposit,992.96,ATM,,Failed
40524,1177,2024-03-05 13:50:07,Withdrawal,3164.07,ATM,,Success
42643,1178,2025-01-06 08:05:32,Deposit,6853.38,Online,,Success
13990,1179,2025-04-24 14:08:42,Withdrawal,5903.86,UPI,,Success
43860,1180,2024-09-17 04:19:29,Transfer,746.92,Branch,Amazon,Success
14122,1181,2025-06-13 18:05:30,Transfer,5753.43,Branch,BigBasket,Success
820,1182,2023-12-27 21:38:07,Deposit,7431.06,Branch,,Success
14684,1183,2025-01-21 17:22:46,Withdrawal,1724.88,UPI,,Success
35557,1184,2024-08-29 17:21:42,Deposit,7236.73,Branch,,Failed
49586,1185,2024-03-08 12:17:04,Withdrawal,21157.65,Online,,Success
44741,1186,2023-12-31 18:01:21,Withdrawal,6958.49,Online,,Success
9721,1187,2024-01-23 23:20:57,Transfer,7870.74,ATM,PhonePe,Success
34539,1188,2024-03-11 13:00:08,Deposit,1900.12,Branch,,Success
48980,1189,2025-06-22 11:32:44,Withdrawal,35083.85,Branch,,Success
34462,1190,2025-02-03 12:26:11,Bill Payment,3097.11,Branch,IRCTC,Success
7757,1191,2024-12-10 21:09:30,Deposit,20206.23,Online,,Success
31073,1192,2024-08-25 08:39:45,Transfer,7315.58,Online,Flipkart,Success
14515,1193,2025-02-07 06:03:39,Withdrawal,1219.98,Branch,,Success
44681,1194,2024-11-20 20:58:07,Transfer,2408.1,Branch,Flipkart,Success
7331,1195,2024-03-21 06:16:19,Deposit,15181.4,Branch,,Success
17953,1196,2025-02-06 18:09:54,Deposit,20674.86,Branch,,Success
27879,1197,2025-09-30 20:50:00,Transfer,25429.33,ATM,PhonePe,Success
24537,1198,2024-12-25 12:09:46,Transfer,18629.4,UPI,Reliance,Success
13179,1199,2024-03-17 07:07:36,Withdrawal,4495.5,Online,,Pending
25765,1200,2024-08-02 17:12:07,Transfer,2669.12,Online,IRCTC,Success
11844,1201,2025-03-18 22:29:30,Transfer,4684.8,ATM,PayTM,Failed
46618,1202,2023-10-11 18:19:06,Withdrawal,2340.4,UPI,,Success
47838,1203,2025-09-10 14:27:13,Bill Payment,12937.55,ATM,PhonePe,Success
38447,1204,2025-02-06 15:55:12,Withdrawal,1376.54,UPI,,Success
32793,1205,2025-10-06 12:12:19,Transfer,1434.93,Branch,PhonePe,Success
17887,1206,2024-01-15 10:42:26,Withdrawal,15235.72,ATM,,Success
29737,1207,2025-02-24 00:21:36,Transfer,5979.76,ATM,Gas Supplier,Success
40948,1208,2024-06-05 00:10:58,Withdrawal,19923.21,Online,,Success
20653,1209,2024-09-07 23:54:19,Bill Payment,10229.25,UPI,Gas Supplier,Success
32279,1210,2023-11-20 07:39:44,Deposit,3231.88,ATM,,Success
40223,1211,2024-03-14 06:23:48,Deposit,4133.24,Branch,,Failed
29755,1212,2023-11-13 16:21:38,Transfer,26966.01,UPI,PayTM,Pending
21531,1213,2025-02-10 10:22:09,Transfer,15867.12,UPI,BigBasket,Success
44456,1214,2025-02-28 23:59:10,Withdrawal,4680.51,Branch,,Success
35384,1215,2024-01-16 02:15:18,Deposit,1785.8,UPI,,Failed
19064,1216,2024-06-22 15:41:30,Deposit,1601.83,Branch,,Success
35891,1217,2025-10-06 19:53:18,Deposit,18300.48,ATM,,Success
29657,1218,2024-02-08 12:16:13,Deposit,9566.86,UPI,,Success
25439,1219,2025-07-04 06:18:31,Deposit,6838.92,UPI,,Success
19114,1220,2023-10-21 15:07:23,Transfer,44819.47,ATM,IRCTC,Success
37027,1221,2025-10-03 22:53:08,Deposit,2867.5,Online,,Success
47013,1222,2025-05-02 06:04:41,Bill Payment,9356.73,Branch,PhonePe,Success
38066,1223,2024-12-17 13:03:30,Bill Payment,4148.34,Branch,PayTM,Success
45936,1224,2024-04-12 15:33:10,Transfer,26523.1,Online,Electricity Board,Success
43882,1225,2025-02-21 02:13:16,Deposit,36755.24,Branch,,Success
16672,1226,2025-09-02 14:01:25,Transfer,8062.02,UPI,Reliance,Success
19022,1227,2025-04-30 23:36:52,Deposit,6112.31,Online,,Success
24505,1228,2025-07-14 06:12:52,Deposit,9541.78,Branch,,Success
15269,1229,2023-11-23 11:31:19,Bill Payment,919.22,ATM,Amazon,Success
35268,1230,2025-02-25 12:25:58,Bill Payment,197.82,UPI,Amazon,Success
21695,1231,2024-10-29 06:21:23,Bill Payment,11784.34,Online,Water Board,Success
28774,1232,2024-05-09 05:23:15,Transfer,12817.29,Online,Electricity Board,Success
9077,1233,2023-10-20 17:43:11,Withdrawal,9984.39,Online,,Success
12007,1234,2024-04-14 16:26:34,Withdrawal,3214.19,Online,,Failed
4963,1235,2025-06-05 16:24:21,Withdrawal,21291.79,UPI,,Success
33131,1236,2023-10-27 23:16:54,Transfer,18004.79,UPI,PayTM,Success
47043,1237,2025-04-03 10:01:32,Withdrawal,2028.32,ATM,,Success
7818,1238,2025-02-10 02:57:40,Deposit,8826.06,ATM,,Success
33686,1239,2024-11-25 22:17:20,Deposit,13943.73,Online,,Success
22764,1240,2025-05-31 15:31:45,Deposit,2613.53,ATM,,Success
28671,1241,2023-12-12 18:49:59,Transfer,4784.65,UPI,PhonePe,Success
7148,1242,2025-01-15 17:59:59,Deposit,374.82,ATM,,Success
11657,1243,2025-03-09 20:41:12,Withdrawal,22418.12,UPI,,Success
25499,1244,2025-04-22 00:31:55,Bill Payment,6509.44,Online,IRCTC,Success
5060,1245,2024-09-27 03:03:43,Transfer,1119.4,Online,BigBasket,Success
22147,1246,2025-09-20 06:21:38,Bill Payment,11736.55,UPI,Flipkart,Success
15120,1247,2025-03-11 01:35:26,Deposit,37456.11,Online,,Success
20183,1248,2025-05-16 02:10:36,Deposit,10725.11,Online,,Success
4632,1249,2024-09-08 16:24:54,Withdrawal,6018.92,Branch,,Success
6951,1250,2023-10-18 20:24:47,Deposit,12120.63,Branch,,Success
25844,1251,2025-02-15 10:24:13,Withdrawal,11640.63,ATM,,Success
14401,1252,2025-09-24 15:31:39,Deposit,4385.3,Online,,Success
10223,1253,2025-05-31 10:53:02,Transfer,12590.66,Online,IRCTC,Success
17632,1254,2025-04-24 17:32:53,Transfer,7719.77,ATM,Flipkart,Success
43636,1255,2024-06-17 23:34:31,Withdrawal,6914.05,Branch,,Success
9935,1256,2025-02-07 20:24:53,Bill Payment,34870.42,Online,IRCTC,Success
15409,1257,2024-12-15 01:20:12,Withdrawal,317.16,ATM,,Success
17993,1258,2025-08-26 23:45:40,Deposit,6139.18,UPI,,Success
20814,1259,2025-08-05 20:34:17,Deposit,30438.79,Online,,Success
21099,1260,2025-05-11 09:23:52,Deposit,2101.04,UPI,,Success
21704,1261,2024-03-06 16:33:25,Withdrawal,19611.94,Online,,Success
17129,1262,2025-02-19 04:55:22,Withdrawal,7951.62,Branch,,Success
41488,1263,2024-10-05 09:10:33,Deposit,35799.18,Online,,Success
32592,1264,2025-01-18 22:09:20,Bill Payment,11390.32,UPI,BigBasket,Pending
40885,1265,2024-12-08 06:35:46,Deposit,15257.79,ATM,,Success
28086,1266,2025-09-02 09:33:56,Transfer,874.29,ATM,Reliance,Success
12549,1267,2024-09-03 00:50:28,Deposit,1453.08,Branch,,Success
41870,1268,2024-04-07 03:33:11,Transfer,6274.42,Branch,Flipkart,Success
20766,1269,2025-08-27 18:07:50,Transfer,6113.38,ATM,Gas Supplier,Pending
12751,1270,2025-08-19 14:10:41,Bill Payment,10601.06,Branch,BigBasket,Success
8847,1271,2024-03-15 10:54:10,Deposit,36547.62,Online,,Success
24320,1272,2024-07-15 00:03:17,Deposit,10742.31,Branch,,Success
34696,1273,2024-10-07 17:39:46,Withdrawal,1494.16,Online,,Success
43982,1274,2025-06-22 19:59:54,Deposit,1297.75,Branch,,Pending
1527,1275,2024-06-17 13:10:04,Withdrawal,7437.12,Branch,,Pending
13732,1276,2025-04-03 14:17:27,Deposit,1970.74,Online,,Failed
29299,1277,2024-08-28 02:53:03,Withdrawal,8353.48,ATM,,Success
11680,1278,2023-11-08 23:10:01,Transfer,26021.52,UPI,Water Board,Success
16616,1279,2023-12-25 22:50:22,Withdrawal,3270.16,ATM,,Success
10565,1280,2024-05-03 01:17:20,Transfer,2846.58,UPI,PayTM,Success
30900,1281,2024-10-05 15:29:35,Transfer,4072.16,Online,Electricity Board,Success
24106,1282,2024-11-21 07:52:29,Transfer,634.7,UPI,PayTM,Success
13712,1283,2025-09-04 00:08:45,Bill Payment,7579.38,UPI,Water Board,Success
21791,1284,2025-09-30 00:51:28,Deposit,15611.15,ATM,,Pending
376,1285,2025-09-08 21:57:39,Deposit,2695.63,Online,,Success
3656,1286,2025-09-30 16:02:18,Deposit,38573.99,Branch,,Success
21156,1287,2023-12-19 03:38:02,Transfer,22437.66,UPI,IRCTC,Success
10961,1288,2025-07-25 11:31:14,Withdrawal,5787.8,Online,,Success
47500,1289,2024-08-31 17:55:06,Deposit,754.64,Branch,,Success
34980,1290,2024-02-26 15:49:48,Transfer,4691.91,Branch,PhonePe,Success
42761,1291,2024-03-31 02:11:20,Deposit,346.47,Branch,,Success
24340,1292,2025-08-30 14:39:47,Bill Payment,40922.04,Branch,IRCTC,Success
2226,1293,2023-10-14 13:29:50,Deposit,3831.43,ATM,,Success
49915,1294,2024-05-28 11:44:03,Deposit,2984.33,ATM,,Success
17349,1295,2023-12-19 13:20:15,Deposit,23582.44,Branch,,Success
15393,1296,2024-01-17 15:29:37,Bill Payment,3099.26,UPI,Water Board,Success
10777,1297,2024-12-31 05:07:02,Deposit,3161.99,UPI,,Success
24722,1298,2024-06-25 06:43:44,Transfer,159.42,Online,PayTM,Success
21626,1299,2025-10-06 15:37:26,Deposit,3715.24,ATM,,Pending
43343,1300,2024-02-29 08:11:54,Bill Payment,3371.94,Branch,PhonePe,Success
26157,1301,2025-01-05 11:17:11,Withdrawal,5649.06,Branch,,Success
44539,1302,2024-12-19 20:45:41,Deposit,4943.45,UPI,,Success
41396,1303,2025-02-22 03:24:38,Deposit,15324.32,UPI,,Success
17742,1304,2025-01-22 00:22:16,Withdrawal,10260.06,Branch,,Success
41136,1305,2024-07-10 06:12:34,Withdrawal,245.32,Branch,,Success
1704,1306,2024-11-09 13:55:23,Withdrawal,502.13,Online,,Success
39006,1307,2024-08-29 10:03:09,Withdrawal,1735.12,Online,,Failed
32421,1308,2024-03-25 08:37:46,Transfer,4998.05,ATM,Water Board,Success
35635,1309,2024-02-12 23:27:15,Deposit,20910.6,UPI,,Success
26865,1310,2025-02-11 00:52:14,Deposit,21027.21,ATM,,Success
13817,1311,2024-03-23 05:38:24,Deposit,4195.48,Online,,Success
46575,1312,2025-09-09 19:00:44,Transfer,13429.02,UPI,Water Board,Success
15445,1313,2024-09-01 00:50:47,Withdrawal,7450.79,Branch,,Success
10731,1314,2024-08-12 20:43:42,Transfer,668.25,Branch,BigBasket,Success
41650,1315,2023-10-09 06:41:18,Withdrawal,13332.67,Branch,,Success
10747,1316,2024-05-18 12:01:02,Deposit,29997.36,UPI,,Success
29487,1317,2025-04-28 23:19:45,Deposit,10182.23,Online,,Success
39855,1318,2025-07-29 06:37:04,Transfer,3949.87,ATM,Gas Supplier,Failed
8442,1319,2023-11-18 03:26:02,Withdrawal,6396.3,Online,,Success
34196,1320,2024-05-02 14:43:45,Deposit,39082.2,ATM,,Success
33308,1321,2023-11-21 14:03:28,Deposit,7195.09,Online,,Success
1971,1322,2025-07-06 21:04:06,Deposit,2703.18,Branch,,Success
22301,1323,2024-08-16 08:54:28,Transfer,3278.75,Branch,Water Board,Success
23121,1324,2024-11-02 13:18:39,Withdrawal,19555.15,UPI,,Success
20756,1325,2025-08-04 18:21:58,Deposit,26017.53,Online,,Success
37364,1326,2025-04-06 06:46:39,Transfer,4093.35,UPI,Reliance,Success
36814,1327,2024-03-11 06:04:03,Transfer,3647.35,UPI,Reliance,Success
1605,1328,2024-01-24 20:00:50,Deposit,8083.52,UPI,,Success
33982,1329,2024-06-24 16:46:39,Withdrawal,6362.38,UPI,,Success
46836,1330,2023-12-27 06:55:56,Deposit,18823.36,UPI,,Success
24618,1331,2025-01-28 08:40:17,Withdrawal,8237.99,Branch,,Success
4198,1332,2024-12-18 07:02:29,Deposit,29308.02,Online,,Success
9147,1333,2024-01-08 13:03:16,Deposit,16436.27,Online,,Success
24234,1334,2024-03-21 15:08:14,Withdrawal,6930.64,Branch,,Success
31236,1335,2024-11-02 19:27:09,Deposit,23046.58,Branch,,Success
25613,1336,2024-12-06 22:24:14,Deposit,28755.28,UPI,,Success
22014,1337,2024-09-09 13:07:01,Transfer,1314.93,ATM,PhonePe,Success
29580,1338,2025-10-02 11:10:21,Deposit,1600.47,Branch,,Success
47514,1339,2024-03-01 09:34:19,Withdrawal,9825.44,Branch,,Success
26210,1340,2024-06-29 12:42:39,Deposit,10683.64,Online,,Success
