transaction_id,customer_id,transaction_date,year,month,day_of_week,hour,transaction_type,transaction_category,transaction_mode,merchant,amount,status_transaction
21984,882,2024-03-20 04:50:24,2024,March,Wednesday,4,Deposit,Credit,UPI,Bank Deposit,6650.51,Success
12120,883,2023-10-15 03:45:30,2023,October,Sunday,3,Deposit,Credit,Branch,Bank Deposit,1735.14,Success
43722,884,2025-03-26 17:22:53,2025,March,Wednesday,17,Withdrawal,Debit,ATM,ATM Withdrawal,15100.01,Success
43266,885,2023-12-31 20:50:33,2023,December,Sunday,20,Withdrawal,Debit,Online,ATM Withdrawal,6149.56,Success
4369,886,2024-03-31 16:54:28,2024,March,Sunday,16,Transfer,Transfer,UPI,Electricity Board,25383.13,Success
36562,887,2023-11-11 17:30:31,2023,November,Saturday,17,Transfer,Transfer,Branch,Flipkart,7132.52,Success
22419,888,2025-02-15 01:17:47,2025,February,Saturday,1,Withdrawal,Debit,Online,ATM Withdrawal,9833.77,Success
20770,889,2024-10-14 06:59:00,2024,October,Monday,6,Deposit,Credit,Online,Bank Deposit,49386.4,Success
22636,890,2023-12-19 14:34:06,2023,December,Tuesday,14,Deposit,Credit,Branch,Bank Deposit,24891.87,Success
16751,891,2024-04-16 05:38:33,2024,April,Tuesday,5,Withdrawal,Debit,Online,ATM Withdrawal,13404.73,Success
19659,892,2025-01-07 00:42:06,2025,January,Tuesday,0,Withdrawal,Debit,Online,ATM Withdrawal,14008.1,Success
11815,893,2024-04-03 02:59:00,2024,April,Wednesday,2,Withdrawal,Debit,ATM,ATM Withdrawal,244.89,Success
15412,894,2024-03-02 00:39:25,2024,March,Saturday,0,Transfer,Transfer,UPI,Gas Supplier,11864.44,Success
13323,895,2024-10-10 23:05:47,2024,October,Thursday,23,Withdrawal,Debit,ATM,ATM Withdrawal,2978.66,Success
15926,896,2024-01-27 08:12:57,2024,January,Saturday,8,Bill Payment,Debit,ATM,Reliance,8530.61,Success
37299,897,2025-04-07 08:36:45,2025,April,Monday,8,Deposit,Credit,Branch,Bank Deposit,804.06,Success
33421,898,2025-03-18 01:13:08,2025,March,Tuesday,1,Withdrawal,Debit,Online,ATM Withdrawal,9777.6,Success
48361,899,2024-11-21 17:41:56,2024,November,Thursday,17,Bill Payment,Debit,UPI,BigBasket,1990.95,Success
21610,900,2024-11-15 04:16:34,2024,November,Friday,4,Withdrawal,Debit,Online,ATM Withdrawal,7113.06,Success
12584,901,2025-07-17 12:58:12,2025,July,Thursday,12,Bill Payment,Debit,UPI,Electricity Board,703.67,Success
32137,902,2023-12-24 23:06:33,2023,December,Sunday,23,Transfer,Transfer,UPI,Flipkart,10372.64,Success
12641,903,2024-12-14 06:39:44,2024,December,Saturday,6,Deposit,Credit,ATM,Bank Deposit,3630.57,Success
13980,904,2025-01-28 11:44:18,2025,January,Tuesday,11,Deposit,Credit,Branch,Bank Deposit,11797.7,Success
38591,905,2025-08-31 12:40:19,2025,August,Sunday,12,Transfer,Transfer,Branch,Electricity Board,17806.55,Success
27372,906,2024-10-02 05:03:30,2024,October,Wednesday,5,Bill Payment,Debit,ATM,Electricity Board,24114.51,Success
17572,907,2024-09-17 02:51:51,2024,September,Tuesday,2,Deposit,Credit,Online,Bank Deposit,30114.33,Success
18093,908,2024-07-10 21:46:20,2024,July,Wednesday,21,Deposit,Credit,UPI,Bank Deposit,40623.38,Success
31905,909,2024-02-05 18:17:41,2024,February,Monday,18,Deposit,Credit,ATM,Bank Deposit,1416.69,Success
2624,910,2025-05-20 02:48:48,2025,May,Tuesday,2,Deposit,Credit,Branch,Bank Deposit,3673.89,Success
7109,911,2025-05-31 14:14:20,2025,May,Saturday,14,Transfer,Transfer,UPI,PhonePe,11644.72,Success
49618,912,2025-02-10 13:47:16,2025,February,Monday,13,Bill Payment,Debit,UPI,PayTM,2717.51,Success
12802,913,2024-09-09 03:23:08,2024,September,Monday,3,Transfer,Transfer,Branch,Electricity Board,15965.71,Success
41566,914,2024-04-29 04:23:00,2024,April,Monday,4,Transfer,Transfer,Branch,BigBasket,11643.62,Success
1649,915,2024-11-21 23:09:03,2024,November,Thursday,23,Deposit,Credit,ATM,Bank Deposit,1340.37,Success
44039,916,2025-08-06 14:39:02,2025,August,Wednesday,14,Transfer,Transfer,ATM,Flipkart,3374.93,Pending
28262,917,2024-05-24 23:09:06,2024,May,Friday,23,Deposit,Credit,ATM,Bank Deposit,7973.35,Success
4768,918,2024-10-12 19:12:00,2024,October,Saturday,19,Deposit,Credit,ATM,Bank Deposit,224.22,Success
17049,919,2025-07-30 23:50:25,2025,July,Wednesday,23,Deposit,Credit,Branch,Bank Deposit,20609.83,Success
30104,920,2024-06-12 14:50:26,2024,June,Wednesday,14,Deposit,Credit,UPI,Bank Deposit,4339.7,Success
15808,921,2025-06-09 02:47:47,2025,June,Monday,2,Deposit,Credit,ATM,Bank Deposit,305.5,Success
16954,922,2024-04-27 05:59:40,2024,April,Saturday,5,Deposit,Credit,ATM,Bank Deposit,2139.3,Success
39327,923,2024-11-22 02:35:26,2024,November,Friday,2,Deposit,Credit,UPI,Bank Deposit,6896.25,Success
11763,924,2025-10-01 17:58:32,2025,October,Wednesday,17,Withdrawal,Debit,ATM,ATM Withdrawal,5633.31,Success
7012,925,2025-01-31 21:02:24,2025,January,Friday,21,Withdrawal,Debit,UPI,ATM Withdrawal,36776.2,Success
120,926,2024-04-14 23:51:46,2024,April,Sunday,23,Deposit,Credit,ATM,Bank Deposit,26305.35,Success
16312,927,2024-02-13 03:12:39,2024,February,Tuesday,3,Withdrawal,Debit,ATM,ATM Withdrawal,12298.41,Success
5897,928,2024-04-06 12:38:31,2024,April,Saturday,12,Transfer,Transfer,Branch,IRCTC,11953.72,Success
49777,929,2024-02-29 10:11:48,2024,February,Thursday,10,Deposit,Credit,ATM,Bank Deposit,4717.33,Success
38799,930,2025-08-04 01:28:58,2025,August,Monday,1,Bill Payment,Debit,ATM,Gas Supplier,2275.71,Success
6037,931,2025-07-26 17:35:15,2025,July,Saturday,17,Deposit,Credit,UPI,Bank Deposit,46714.7,Success
27382,932,2024-12-20 23:47:00,2024,December,Friday,23,Transfer,Transfer,Online,Flipkart,2530.45,Success
25861,933,2024-10-29 19:40:13,2024,October,Tuesday,19,Deposit,Credit,ATM,Bank Deposit,2576.35,Success
32561,934,2025-04-02 07:12:02,2025,April,Wednesday,7,Withdrawal,Debit,Branch,ATM Withdrawal,11379.79,Success
39247,935,2025-01-11 21:48:53,2025,January,Saturday,21,Transfer,Transfer,Online,Amazon,2441.15,Success
5082,936,2025-08-19 04:45:04,2025,August,Tuesday,4,Bill Payment,Debit,Branch,IRCTC,492.21,Success
40715,937,2025-04-18 07:16:26,2025,April,Friday,7,Deposit,Credit,UPI,Bank Deposit,341.14,Success
30187,938,2024-07-31 21:28:44,2024,July,Wednesday,21,Withdrawal,Debit,ATM,ATM Withdrawal,2369.29,Success
26705,939,2025-03-15 00:10:14,2025,March,Saturday,0,Deposit,Credit,Online,Bank Deposit,450.5,Success
21016,940,2024-11-14 03:56:38,2024,November,Thursday,3,Transfer,Transfer,UPI,BigBasket,1701.63,Success
28440,941,2024-11-30 07:07:48,2024,November,Saturday,7,Deposit,Credit,ATM,Bank Deposit,1165.67,Success
1124,942,2024-11-29 04:33:01,2024,November,Friday,4,Transfer,Transfer,Online,Water Board,8824.0,Success
34500,943,2024-10-08 13:35:53,2024,October,Tuesday,13,Transfer,Transfer,Branch,IRCTC,648.59,Success
40281,944,2025-06-12 13:43:59,2025,June,Thursday,13,Transfer,Transfer,Branch,Electricity Board,9081.46,Success
34916,945,2025-02-08 18:07:59,2025,February,Saturday,18,Transfer,Transfer,ATM,Gas Supplier,8364.38,Success
49758,946,2025-06-23 12:12:46,2025,June,Monday,12,Deposit,Credit,Online,Bank Deposit,1199.62,Success
22900,947,2025-05-26 15:43:31,2025,May,Monday,15,Deposit,Credit,UPI,Bank Deposit,9834.29,Success
37163,948,2025-05-25 00:24:24,2025,May,Sunday,0,Deposit,Credit,ATM,Bank Deposit,2557.49,Success
20913,949,2024-02-26 23:18:08,2024,February,Monday,23,Withdrawal,Debit,Online,ATM Withdrawal,24129.64,Success
32303,950,2024-08-15 06:57:45,2024,August,Thursday,6,Deposit,Credit,ATM,Bank Deposit,25921.0,Success
35467,951,2025-09-28 05:39:39,2025,September,Sunday,5,Deposit,Credit,Branch,Bank Deposit,185.74,Failed
14916,952,2024-04-22 19:14:15,2024,April,Monday,19,Transfer,Transfer,Online,Amazon,4156.46,Failed
36378,953,2025-06-19 18:19:46,2025,June,Thursday,18,Deposit,Credit,Online,Bank Deposit,2852.89,Success
3228,954,2024-11-06 18:57:54,2024,November,Wednesday,18,Transfer,Transfer,ATM,Water Board,869.01,Success
34002,955,2025-09-12 10:30:56,2025,September,Friday,10,Transfer,Transfer,ATM,PhonePe,152.66,Success
29674,956,2023-11-19 17:48:18,2023,November,Sunday,17,Deposit,Credit,UPI,Bank Deposit,8396.08,Success
581,957,2024-03-27 06:11:58,2024,March,Wednesday,6,Deposit,Credit,UPI,Bank Deposit,9848.16,Pending
44402,958,2025-07-14 21:41:21,2025,July,Monday,21,Bill Payment,Debit,Online,PhonePe,5932.75,Success
24263,959,2024-11-04 04:44:33,2024,November,Monday,4,Transfer,Transfer,ATM,Flipkart,696.89,Success
4617,960,2024-12-14 16:42:06,2024,December,Saturday,16,Withdrawal,Debit,ATM,ATM Withdrawal,26484.63,Success
23577,961,2025-09-22 19:21:12,2025,September,Monday,19,Deposit,Credit,ATM,Bank Deposit,12624.53,Pending
18065,962,2023-12-13 07:01:24,2023,December,Wednesday,7,Transfer,Transfer,ATM,Electricity Board,17745.79,Failed
11484,963,2024-10-07 23:21:12,2024,October,Monday,23,Transfer,Transfer,UPI,PayTM,15454.0,Success
612,964,2025-03-28 21:44:17,2025,March,Friday,21,Bill Payment,Debit,ATM,IRCTC,18786.98,Success
43221,965,2024-05-01 16:05:07,2024,May,Wednesday,16,Withdrawal,Debit,UPI,ATM Withdrawal,1301.83,Success
43529,966,2024-09-16 23:15:34,2024,September,Monday,23,Withdrawal,Debit,Online,ATM Withdrawal,15917.92,Success
30939,967,2023-11-24 10:16:11,2023,November,Friday,10,Transfer,Transfer,ATM,PhonePe,12152.36,Pending
48743,968,2025-07-26 00:13:42,2025,July,Saturday,0,Deposit,Credit,Branch,Bank Deposit,72669.46,Success
45442,969,2024-01-05 23:44:27,2024,January,Friday,23,Withdrawal,Debit,Branch,ATM Withdrawal,8935.72,Success
28368,970,2025-01-07 18:24:24,2025,January,Tuesday,18,Transfer,Transfer,Branch,Reliance,41393.09,Success
22506,971,2025-08-19 09:22:32,2025,August,Tuesday,9,Withdrawal,Debit,ATM,ATM Withdrawal,21291.26,Success
2986,972,2024-04-10 21:48:10,2024,April,Wednesday,21,Transfer,Transfer,ATM,Flipkart,3145.28,Success
15148,973,2024-01-15 21:15:19,2024,January,Monday,21,Transfer,Transfer,Online,BigBasket,2416.28,Success
38104,974,2024-05-04 19:38:45,2024,May,Saturday,19,Withdrawal,Debit,Online,ATM Withdrawal,5743.34,Success
41924,975,2025-01-23 06:13:10,2025,January,Thursday,6,Withdrawal,Debit,Branch,ATM Withdrawal,15918.78,Success
15520,976,2023-12-14 12:59:32,2023,December,Thursday,12,Transfer,Transfer,UPI,Gas Supplier,5437.27,Success
35292,977,2025-02-22 10:24:09,2025,February,Saturday,10,Deposit,Credit,Branch,Bank Deposit,519.4,Success
32968,978,2025-06-25 23:07:28,2025,June,Wednesday,23,Deposit,Credit,Online,Bank Deposit,28138.04,Success
26825,979,2025-05-17 13:55:20,2025,May,Saturday,13,Transfer,Transfer,UPI,Reliance,3063.11,Failed
3151,980,2023-10-17 02:11:22,2023,October,Tuesday,2,Withdrawal,Debit,Online,ATM Withdrawal,1317.54,Success
2560,981,2024-03-24 01:19:11,2024,March,Sunday,1,Deposit,Credit,UPI,Bank Deposit,4668.09,Pending
48301,982,2023-12-12 07:13:58,2023,December,Tuesday,7,Deposit,Credit,Branch,Bank Deposit,7229.03,Success
16215,983,2025-09-13 13:25:48,2025,September,Saturday,13,Transfer,Transfer,ATM,Gas Supplier,938.71,Success
22113,984,2024-02-01 08:20:56,2024,February,Thursday,8,Deposit,Credit,Online,Bank Deposit,6159.9,Success
44577,985,2024-08-23 02:51:58,2024,August,Friday,2,Bill Payment,Debit,UPI,Amazon,724.41,Success
21809,986,2024-11-14 17:59:34,2024,November,Thursday,17,Transfer,Transfer,Online,BigBasket,17388.06,Success
28273,987,2025-08-20 17:40:37,2025,August,Wednesday,17,Deposit,Credit,Branch,Bank Deposit,4237.91,Success
13561,988,2024-12-22 01:55:03,2024,December,Sunday,1,Withdrawal,Debit,Online,ATM Withdrawal,1444.65,Success
3749,989,2024-04-04 15:05:07,2024,April,Thursday,15,Deposit,Credit,ATM,Bank Deposit,23082.43,Success
12091,990,2024-11-27 00:11:07,2024,November,Wednesday,0,Transfer,Transfer,UPI,IRCTC,6072.18,Success
45849,991,2025-05-30 23:32:05,2025,May,Friday,23,Withdrawal,Debit,ATM,ATM Withdrawal,1204.7,Success
35056,992,2024-06-21 22:06:54,2024,June,Friday,22,Deposit,Credit,Branch,Bank Deposit,4751.72,Pending
33708,993,2025-03-17 06:41:55,2025,March,Monday,6,Deposit,Credit,Online,Bank Deposit,9208.9,Success
17894,994,2024-04-29 22:56:11,2024,April,Monday,22,Deposit,Credit,Online,Bank Deposit,29366.02,Pending
17921,995,2024-12-05 23:10:44,2024,December,Thursday,23,Bill Payment,Debit,ATM,Flipkart,1080.11,Failed
24463,996,2024-01-23 09:20:35,2024,January,Tuesday,9,Transfer,Transfer,Branch,BigBasket,15816.13,Success
9871,997,2025-05-18 01:36:49,2025,May,Sunday,1,Withdrawal,Debit,ATM,ATM Withdrawal,23884.91,Failed
7495,998,2025-05-25 11:00:23,2025,May,Sunday,11,Withdrawal,Debit,UPI,ATM Withdrawal,3461.02,Success
16702,999,2025-01-05 14:14:54,2025,January,Sunday,14,Transfer,Transfer,UPI,Flipkart,19848.14,Pending
31645,1000,2024-08-04 09:00:42,2024,August,Sunday,9,Deposit,Credit,ATM,Bank Deposit,13379.58,Success
31736,1001,2024-03-02 14:21:25,2024,March,Saturday,14,Transfer,Transfer,Branch,PhonePe,2150.37,Success
17631,1002,2024-03-20 02:46:16,2024,March,Wednesday,2,Deposit,Credit,UPI,Bank Deposit,13556.61,Success
29917,1003,2023-12-03 15:04:49,2023,December,Sunday,15,Deposit,Credit,UPI,Bank Deposit,25055.7,Success
30383,1004,2024-04-13 15:08:25,2024,April,Saturday,15,Withdrawal,Debit,ATM,ATM Withdrawal,11499.92,Failed
13650,1005,2025-09-12 14:37:51,2025,September,Friday,14,Withdrawal,Debit,ATM,ATM Withdrawal,2451.67,Success
47611,1006,2025-04-08 16:24:29,2025,April,Tuesday,16,Withdrawal,Debit,UPI,ATM Withdrawal,12280.79,Success
12463,1007,2025-06-13 03:47:06,2025,June,Friday,3,Withdrawal,Debit,Branch,ATM Withdrawal,5864.28,Success
39622,1008,2025-02-07 19:36:11,2025,February,Friday,19,Withdrawal,Debit,ATM,ATM Withdrawal,33710.98,Success
18836,1009,2024-11-04 09:03:28,2024,November,Monday,9,Deposit,Credit,Online,Bank Deposit,1295.02,Success
48647,1010,2024-02-16 07:50:42,2024,February,Friday,7,Deposit,Credit,UPI,Bank Deposit,6700.6,Success
5209,1011,2024-03-15 13:21:07,2024,March,Friday,13,Transfer,Transfer,Branch,Water Board,9101.32,Pending
15458,1012,2024-11-10 16:22:44,2024,November,Sunday,16,Transfer,Transfer,UPI,PayTM,23436.62,Success
36906,1013,2024-10-26 04:37:46,2024,October,Saturday,4,Transfer,Transfer,UPI,IRCTC,338.14,Success
47458,1014,2023-11-20 15:17:12,2023,November,Monday,15,Transfer,Transfer,Branch,PhonePe,8335.68,Success
40278,1015,2024-07-30 10:28:49,2024,July,Tuesday,10,Deposit,Credit,ATM,Bank Deposit,20755.54,Success
2337,1016,2025-01-08 21:45:18,2025,January,Wednesday,21,Deposit,Credit,ATM,Bank Deposit,132.98,Success
31970,1017,2025-09-11 13:46:35,2025,September,Thursday,13,Withdrawal,Debit,Online,ATM Withdrawal,11248.75,Success
38346,1018,2024-02-08 13:31:22,2024,February,Thursday,13,Bill Payment,Debit,Branch,PayTM,7091.65,Success
26783,1019,2024-03-08 11:41:01,2024,March,Friday,11,Deposit,Credit,ATM,Bank Deposit,7282.5,Success
48017,1020,2024-07-11 23:44:05,2024,July,Thursday,23,Deposit,Credit,ATM,Bank Deposit,9018.7,Success
41148,1021,2024-11-11 16:58:04,2024,November,Monday,16,Withdrawal,Debit,Online,ATM Withdrawal,13886.14,Success
8478,1022,2024-04-24 01:14:02,2024,April,Wednesday,1,Deposit,Credit,Branch,Bank Deposit,16000.1,Success
36907,1023,2024-12-10 00:56:29,2024,December,Tuesday,0,Deposit,Credit,Online,Bank Deposit,36436.75,Success
12846,1024,2024-01-07 19:15:02,2024,January,Sunday,19,Bill Payment,Debit,Online,IRCTC,2820.12,Success
1270,1025,2024-09-28 03:16:45,2024,September,Saturday,3,Withdrawal,Debit,Branch,ATM Withdrawal,7257.9,Success
32203,1026,2024-04-20 07:03:58,2024,April,Saturday,7,Withdrawal,Debit,Online,ATM Withdrawal,1906.96,Success
43918,1027,2025-08-28 22:41:37,2025,August,Thursday,22,Bill Payment,Debit,ATM,BigBasket,3051.21,Success
33911,1028,2024-09-12 04:48:52,2024,September,Thursday,4,Deposit,Credit,Branch,Bank Deposit,4812.67,Success
45941,1029,2024-10-30 07:47:21,2024,October,Wednesday,7,Transfer,Transfer,Branch,BigBasket,16189.58,Success
45991,1030,2023-12-21 20:09:26,2023,December,Thursday,20,Deposit,Credit,Online,Bank Deposit,7260.98,Success
22602,1031,2024-02-05 03:21:55,2024,February,Monday,3,Withdrawal,Debit,UPI,ATM Withdrawal,18467.14,Success
19509,1032,2023-11-14 11:17:11,2023,November,Tuesday,11,Deposit,Credit,ATM,Bank Deposit,1321.69,Success
17510,1033,2024-05-19 07:33:36,2024,May,Sunday,7,Withdrawal,Debit,Online,ATM Withdrawal,9792.8,Success
13854,1034,2025-03-26 09:44:15,2025,March,Wednesday,9,Deposit,Credit,ATM,Bank Deposit,9695.62,Failed
14381,1035,2024-06-24 02:58:25,2024,June,Monday,2,Withdrawal,Debit,Online,ATM Withdrawal,1122.78,Success
20879,1036,2025-01-19 17:46:22,2025,January,Sunday,17,Withdrawal,Debit,UPI,ATM Withdrawal,6716.48,Success
40021,1037,2025-08-24 10:22:06,2025,August,Sunday,10,Deposit,Credit,UPI,Bank Deposit,14772.24,Success
23526,1038,2025-08-16 03:39:35,2025,August,Saturday,3,Withdrawal,Debit,ATM,ATM Withdrawal,4735.89,Success
45794,1039,2025-08-23 02:04:16,2025,August,Saturday,2,Deposit,Credit,ATM,Bank Deposit,6956.04,Success
20547,1040,2024-12-05 22:42:38,2024,December,Thursday,22,Withdrawal,Debit,Online,ATM Withdrawal,4615.1,Success
17377,1041,2023-10-09 20:47:22,2023,October,Monday,20,Withdrawal,Debit,Branch,ATM Withdrawal,23180.38,Success
45978,1042,2024-07-27 10:45:53,2024,July,Saturday,10,Withdrawal,Debit,Online,ATM Withdrawal,2715.46,Success
18717,1043,2024-01-29 04:13:56,2024,January,Monday,4,Withdrawal,Debit,UPI,ATM Withdrawal,3060.42,Success
28089,1044,2024-11-19 07:02:36,2024,November,Tuesday,7,Transfer,Transfer,Branch,Flipkart,32406.97,Pending
20941,1045,2024-10-05 17:40:49,2024,October,Saturday,17,Deposit,Credit,Online,Bank Deposit,29448.2,Success
46619,1046,2024-01-21 07:41:30,2024,January,Sunday,7,Deposit,Credit,Online,Bank Deposit,30277.42,Success
47005,1047,2025-03-26 21:50:48,2025,March,Wednesday,21,Withdrawal,Debit,ATM,ATM Withdrawal,398.49,Success
1398,1048,2024-05-22 13:10:19,2024,May,Wednesday,13,Deposit,Credit,Branch,Bank Deposit,9298.84,Success
26601,1049,2025-05-16 00:58:07,2025,May,Friday,0,Deposit,Credit,ATM,Bank Deposit,12440.04,Success
35360,1050,2025-01-23 03:34:17,2025,January,Thursday,3,Transfer,Transfer,Online,Electricity Board,9109.05,Success
14484,1051,2025-05-19 08:37:54,2025,May,Monday,8,Deposit,Credit,Branch,Bank Deposit,2858.88,Success
5608,1052,2024-09-28 06:53:31,2024,September,Saturday,6,Deposit,Credit,UPI,Bank Deposit,4480.32,Pending
263,1053,2023-11-16 01:38:48,2023,November,Thursday,1,Deposit,Credit,Online,Bank Deposit,3695.38,Success
32220,1054,2025-03-04 14:44:08,2025,March,Tuesday,14,Deposit,Credit,Branch,Bank Deposit,2839.15,Success
223,1055,2024-08-18 22:26:20,2024,August,Sunday,22,Bill Payment,Debit,Online,BigBasket,1443.06,Success
19394,1056,2024-07-19 17:22:43,2024,July,Friday,17,Transfer,Transfer,Online,Flipkart,30466.56,Success
38574,1057,2025-06-23 14:03:32,2025,June,Monday,14,Deposit,Credit,UPI,Bank Deposit,3092.22,Success
46469,1058,2025-10-03 08:46:48,2025,October,Friday,8,Withdrawal,Debit,Branch,ATM Withdrawal,11531.08,Failed
43739,1059,2024-06-27 17:28:06,2024,June,Thursday,17,Transfer,Transfer,ATM,Reliance,11254.59,Success
17893,1060,2023-11-24 19:08:36,2023,November,Friday,19,Deposit,Credit,Branch,Bank Deposit,5378.44,Success
42284,1061,2024-06-17 09:40:43,2024,June,Monday,9,Transfer,Transfer,ATM,Gas Supplier,18289.15,Success
24571,1062,2023-12-07 13:38:19,2023,December,Thursday,13,Withdrawal,Debit,Branch,ATM Withdrawal,4825.56,Success
24200,1063,2025-02-17 03:44:42,2025,February,Monday,3,Withdrawal,Debit,UPI,ATM Withdrawal,4130.54,Pending
44360,1064,2023-12-28 22:11:02,2023,December,Thursday,22,Deposit,Credit,Branch,Bank Deposit,132.29,Success
7499,1065,2024-09-05 15:11:24,2024,September,Thursday,15,Withdrawal,Debit,Online,ATM Withdrawal,13721.74,Success
2139,1066,2025-01-04 08:26:02,2025,January,Saturday,8,Deposit,Credit,Branch,Bank Deposit,45218.5,Success
49560,1067,2025-01-07 10:37:15,2025,January,Tuesday,10,Transfer,Transfer,Branch,Gas Supplier,4104.85,Success
34188,1068,2024-06-24 00:13:28,2024,June,Monday,0,Transfer,Transfer,ATM,Flipkart,19658.32,Success
24676,1069,2025-06-13 16:58:16,2025,June,Friday,16,Withdrawal,Debit,Branch,ATM Withdrawal,7098.56,Success
2213,1070,2024-05-01 10:26:48,2024,May,Wednesday,10,Transfer,Transfer,Online,Gas Supplier,1065.66,Success
17300,1071,2023-10-13 02:36:39,2023,October,Friday,2,Withdrawal,Debit,Online,ATM Withdrawal,11066.95,Success
16087,1072,2025-05-04 16:41:34,2025,May,Sunday,16,Deposit,Credit,Online,Bank Deposit,2385.51,Success
17765,1073,2024-05-29 21:48:50,2024,May,Wednesday,21,Deposit,Credit,Online,Bank Deposit,25117.35,Success
6375,1074,2025-09-23 22:26:22,2025,September,Tuesday,22,Withdrawal,Debit,ATM,ATM Withdrawal,4621.31,Success
25569,1075,2024-10-07 17:46:59,2024,October,Monday,17,Transfer,Transfer,UPI,Reliance,18508.12,Success
1198,1076,2024-03-29 17:55:12,2024,March,Friday,17,Withdrawal,Debit,ATM,ATM Withdrawal,12411.14,Success
13159,1077,2024-12-02 18:10:30,2024,December,Monday,18,Deposit,Credit,Online,Bank Deposit,5058.47,Success
37852,1078,2024-08-06 04:39:54,2024,August,Tuesday,4,Withdrawal,Debit,UPI,ATM Withdrawal,15343.52,Success
22777,1079,2023-10-31 07:29:22,2023,October,Tuesday,7,Deposit,Credit,UPI,Bank Deposit,1639.01,Success
14700,1080,2024-06-02 10:48:19,2024,June,Sunday,10,Deposit,Credit,Online,Bank Deposit,691.16,Success
19729,1081,2024-04-13 16:42:48,2024,April,Saturday,16,Deposit,Credit,Online,Bank Deposit,17028.83,Success
23348,1082,2024-07-18 16:39:25,2024,July,Thursday,16,Deposit,Credit,Branch,Bank Deposit,23078.23,Success
25562,1083,2024-03-20 22:24:41,2024,March,Wednesday,22,Withdrawal,Debit,UPI,ATM Withdrawal,1013.94,Success
3899,1084,2024-09-28 16:00:54,2024,September,Saturday,16,Transfer,Transfer,Branch,Amazon,8936.73,Success
21624,1085,2025-05-13 19:31:03,2025,May,Tuesday,19,Deposit,Credit,ATM,Bank Deposit,4846.83,Success
47392,1086,2025-01-11 23:48:49,2025,January,Saturday,23,Transfer,Transfer,UPI,Flipkart,355.53,Success
13620,1087,2025-05-05 04:51:31,2025,May,Monday,4,Withdrawal,Debit,Branch,ATM Withdrawal,4024.28,Pending
1922,1088,2024-04-29 04:13:18,2024,April,Monday,4,Transfer,Transfer,Branch,Amazon,20868.02,Success
40875,1089,2025-09-14 23:46:41,2025,September,Sunday,23,Deposit,Credit,Online,Bank Deposit,230.69,Success
8726,1090,2025-10-07 09:37:33,2025,October,Tuesday,9,Transfer,Transfer,Branch,Reliance,674.75,Success
10239,1091,2023-11-26 20:54:54,2023,November,Sunday,20,Deposit,Credit,Online,Bank Deposit,6231.16,Success
12669,1092,2025-03-31 21:38:45,2025,March,Monday,21,Bill Payment,Debit,Online,Reliance,5489.72,Success
32537,1093,2024-02-16 23:36:42,2024,February,Friday,23,Deposit,Credit,Online,Bank Deposit,10900.55,Success
32087,1094,2025-05-17 22:55:27,2025,May,Saturday,22,Deposit,Credit,Branch,Bank Deposit,8886.58,Success
30818,1095,2024-03-21 20:13:58,2024,March,Thursday,20,Withdrawal,Debit,Online,ATM Withdrawal,4150.51,Success
39252,1096,2024-11-20 03:13:03,2024,November,Wednesday,3,Deposit,Credit,UPI,Bank Deposit,251.82,Pending
40589,1097,2024-09-12 23:23:35,2024,September,Thursday,23,Bill Payment,Debit,Branch,BigBasket,1012.65,Success
8819,1098,2024-08-12 10:51:57,2024,August,Monday,10,Transfer,Transfer,Branch,Flipkart,3779.9,Success
40125,1099,2024-07-02 12:21:57,2024,July,Tuesday,12,Deposit,Credit,ATM,Bank Deposit,657.73,Success
145,1100,2023-12-29 23:07:34,2023,December,Friday,23,Deposit,Credit,Branch,Bank Deposit,12413.24,Success
33039,1101,2024-02-27 00:14:32,2024,February,Tuesday,0,Transfer,Transfer,Online,IRCTC,2979.85,Success
45856,1102,2025-03-21 22:23:23,2025,March,Friday,22,Withdrawal,Debit,UPI,ATM Withdrawal,7967.08,Success
34479,1103,2024-07-07 07:37:40,2024,July,Sunday,7,Transfer,Transfer,Online,Flipkart,1004.26,Success
4442,1104,2023-12-05 14:07:15,2023,December,Tuesday,14,Deposit,Credit,UPI,Bank Deposit,11272.8,Success
2864,1105,2023-10-10 17:53:45,2023,October,Tuesday,17,Deposit,Credit,Branch,Bank Deposit,10937.28,Success
37503,1106,2024-06-10 12:10:48,2024,June,Monday,12,Transfer,Transfer,Branch,Gas Supplier,10429.33,Success
2003,1107,2025-06-12 05:15:05,2025,June,Thursday,5,Deposit,Credit,Online,Bank Deposit,3316.42,Success
4202,1108,2025-05-17 12:28:23,2025,May,Saturday,12,Transfer,Transfer,Online,Reliance,8255.0,Success
25322,1109,2024-05-14 04:13:04,2024,May,Tuesday,4,Deposit,Credit,ATM,Bank Deposit,439.03,Success
9757,1110,2024-01-10 04:56:22,2024,January,Wednesday,4,Withdrawal,Debit,UPI,ATM Withdrawal,7291.0,Success
13307,1111,2025-02-18 08:05:21,2025,February,Tuesday,8,Deposit,Credit,ATM,Bank Deposit,20929.75,Success
28482,1112,2024-05-02 11:55:19,2024,May,Thursday,11,Deposit,Credit,Branch,Bank Deposit,7903.23,Success
42004,1113,2024-03-29 03:26:22,2024,March,Friday,3,Bill Payment,Debit,Online,PayTM,401.08,Success
