loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,start_date,end_date,status
366,4693,Car,3740240.27,10.54,72,2023-11-21,2029-11-21,Defaulted
367,3866,Personal,3256159.92,10.52,48,2023-03-11,2027-03-11,Closed
368,755,Car,2484466.05,7.87,72,2024-09-26,2030-09-26,Closed
369,3312,Personal,1429632.89,7.77,72,2023-08-23,2029-08-23,Defaulted
370,544,Education,1018548.16,14.28,60,2022-01-01,2027-01-01,Closed
371,1292,Car,807911.56,8.65,72,2022-06-09,2028-06-09,Defaulted
372,4186,Business,2973418.81,11.38,12,2021-06-01,2022-06-01,Closed
373,3412,Home,812171.94,12.85,60,2021-09-17,2026-09-17,Closed
374,3873,Car,3936754.2,8.4,72,2021-12-14,2027-12-14,Active
375,3313,Car,1478898.2,14.0,72,2022-05-30,2028-05-30,Closed
376,3618,Education,4137073.66,12.08,60,2022-01-27,2027-01-27,Closed
377,2604,Personal,457054.45,9.85,48,2024-07-27,2028-07-27,Active
378,4598,Car,2818544.27,8.0,84,2023-03-11,2030-03-11,Defaulted
379,4724,Car,2268721.58,11.31,72,2025-05-02,2031-05-02,Active
380,2373,Education,1670514.57,12.75,48,2024-12-10,2028-12-10,Closed
381,4853,Personal,4210225.43,9.09,36,2021-06-26,2024-06-26,Active
382,2776,Home,4201352.91,7.33,122,2024-08-06,2034-08-06,Active
383,3750,Car,4196759.04,7.72,84,2024-06-29,2031-06-29,Defaulted
384,4482,Personal,460489.4,11.63,48,2024-02-24,2028-02-24,Closed
385,1741,Education,2386089.96,13.76,60,2022-07-08,2027-07-08,Defaulted
386,2692,Car,1847786.52,8.8,84,2022-10-30,2029-10-30,Defaulted
387,4733,Education,2528637.79,10.15,12,2023-04-05,2024-04-05,Active
388,3222,Personal,1754918.83,12.05,36,2022-03-06,2025-03-06,Defaulted
389,3854,Business,3809831.08,13.32,48,2024-12-04,2028-12-04,Defaulted
390,4476,Education,4865640.19,8.63,24,2022-03-17,2024-03-17,Active
391,2904,Business,3594662.74,9.65,48,2021-01-09,2025-01-09,Active
392,832,Business,3401555.76,10.31,84,2022-05-24,2029-05-24,Defaulted
393,1612,Home,4969176.86,12.33,122,2025-06-26,2035-06-26,Active
394,2006,Education,4764831.94,13.18,12,2025-05-07,2026-05-07,Active
395,3883,Education,4519360.01,13.02,36,2023-12-29,2026-12-29,Active
396,3863,Home,2322837.7,8.51,36,2022-03-17,2025-03-17,Active
397,2244,Education,1883084.87,6.66,84,2021-05-20,2028-05-20,Defaulted
398,157,Education,2643766.18,10.54,36,2024-10-19,2027-10-19,Defaulted
399,2254,Home,2649989.8,14.29,48,2023-10-09,2027-10-09,Active
400,1004,Education,4561697.32,7.79,60,2020-11-14,2025-11-14,Active
401,4851,Education,1875968.48,9.89,60,2025-05-19,2030-05-19,Closed
402,1507,Personal,1834637.94,12.89,72,2021-04-12,2027-04-12,Active
403,4737,Education,2643986.47,11.08,36,2021-05-03,2024-05-03,Defaulted
404,2430,Education,4272417.12,12.95,72,2024-01-21,2030-01-21,Active
405,1567,Education,704447.04,12.21,24,2022-11-12,2024-11-12,Active
406,4793,Home,2205408.84,8.86,60,2021-02-12,2026-02-12,Active
407,3240,Business,297593.16,10.4,60,2022-12-07,2027-12-07,Defaulted
408,655,Car,1809411.57,8.51,24,2023-07-25,2025-07-25,Defaulted
409,3389,Personal,3488625.06,12.66,84,2022-06-01,2029-06-01,Defaulted
410,3770,Business,1261708.12,6.9,24,2021-01-17,2023-01-17,Closed
411,3699,Education,4251325.87,6.58,12,2024-01-20,2025-01-20,Defaulted
412,4512,Car,4688706.84,11.52,48,2022-09-19,2026-09-19,Closed
413,1808,Home,1643140.84,8.47,24,2023-07-12,2025-07-12,Active
414,3192,Car,94578.04,8.38,24,2025-05-27,2027-05-27,Closed
415,4680,Home,731755.09,11.4,12,2025-01-15,2026-01-15,Closed
416,2023,Business,874400.66,10.73,60,2021-12-29,2026-12-29,Active
417,667,Car,2971076.29,8.88,48,2023-01-12,2027-01-12,Active
418,2230,Car,223571.5,6.8,60,2022-09-18,2027-09-18,Closed
419,3435,Car,180419.29,12.41,122,2023-07-31,2033-07-31,Defaulted
420,2242,Personal,1624148.04,12.87,24,2022-09-19,2024-09-19,Active
421,4615,Home,2187077.48,10.12,60,2023-05-13,2028-05-13,Defaulted
422,509,Education,2588768.88,12.2,24,2020-11-11,2022-11-11,Closed
423,4920,Home,1403839.19,7.47,48,2021-01-25,2025-01-25,Active
424,2057,Home,2802483.81,9.12,24,2021-08-24,2023-08-24,Closed
425,86,Business,2240332.0,11.68,60,2025-02-21,2030-02-21,Defaulted
426,4836,Home,2495922.42,11.46,24,2021-05-08,2023-05-08,Active
427,2553,Home,2743790.01,12.42,36,2024-02-19,2027-02-19,Active
428,4339,Education,3544386.26,10.77,84,2024-07-05,2031-07-05,Active
429,3312,Home,3410569.95,13.49,12,2024-10-18,2025-10-18,Defaulted
430,4934,Car,2189742.87,9.8,12,2025-01-22,2026-01-22,Closed
431,1183,Car,3833015.82,11.16,24,2023-03-15,2025-03-15,Closed
432,4112,Personal,401483.56,13.64,72,2025-02-19,2031-02-19,Defaulted
433,2140,Home,202376.36,12.49,36,2021-05-02,2024-05-02,Active
434,2616,Home,3806031.01,14.12,48,2024-05-18,2028-05-18,Closed
435,503,Business,317965.32,11.27,122,2023-09-13,2033-09-13,Defaulted
436,788,Business,2167810.82,9.15,122,2022-03-25,2032-03-25,Active
437,1683,Home,497076.87,11.0,84,2023-02-19,2030-02-19,Active
438,2654,Home,2421251.59,7.34,122,2022-12-04,2032-12-04,Defaulted
439,708,Home,3081823.06,12.4,122,2022-12-05,2032-12-05,Active
440,1108,Business,3848027.59,13.74,24,2023-10-27,2025-10-27,Defaulted
441,2535,Car,2076880.17,14.12,12,2022-12-27,2023-12-27,Closed
442,3801,Car,4333875.56,8.87,12,2022-12-28,2023-12-28,Defaulted
443,4552,Personal,838451.03,9.98,24,2024-05-26,2026-05-26,Active
444,977,Business,2039398.6,11.11,36,2021-03-21,2024-03-21,Closed
445,2451,Car,2937761.85,12.5,72,2025-04-15,2031-04-15,Closed
446,616,Education,2573955.24,7.34,48,2022-07-21,2026-07-21,Closed
447,4179,Education,4298542.11,8.98,72,2025-04-25,2031-04-25,Closed
448,2414,Car,4857922.43,7.44,84,2023-11-03,2030-11-03,Defaulted
449,588,Business,4793343.3,7.23,48,2021-04-28,2025-04-28,Active
450,308,Personal,1193628.88,6.87,122,2024-10-21,2034-10-21,Defaulted
451,911,Home,3540310.08,13.3,84,2022-08-12,2029-08-12,Defaulted
452,2346,Car,2198651.85,13.93,36,2024-08-05,2027-08-05,Defaulted
453,1244,Personal,2971980.41,11.54,24,2025-06-18,2027-06-18,Closed
454,393,Car,4234825.05,8.87,24,2021-09-03,2023-09-03,Active
455,2749,Personal,1803615.32,13.75,48,2020-11-23,2024-11-23,Active
456,3367,Car,4509769.31,14.31,84,2023-06-28,2030-06-28,Closed
457,545,Business,4514099.67,7.52,84,2022-10-24,2029-10-24,Closed
458,2822,Car,4127435.22,9.78,72,2021-10-24,2027-10-24,Closed
459,1438,Personal,4954466.71,10.28,122,2022-01-05,2032-01-05,Active
460,17,Personal,2791488.61,10.74,36,2025-04-30,2028-04-30,Closed
461,3986,Education,1642598.3,7.1,24,2024-08-24,2026-08-24,Defaulted
462,4447,Business,4483473.59,12.92,60,2025-01-13,2030-01-13,Defaulted
463,2941,Education,740657.56,12.71,84,2025-02-14,2032-02-14,Defaulted
464,2313,Home,3147941.0,9.77,48,2022-12-08,2026-12-08,Active
465,3025,Business,1307404.69,13.38,24,2025-05-07,2027-05-07,Defaulted
466,2792,Education,3515931.88,10.88,84,2024-01-18,2031-01-18,Closed
467,3293,Personal,3067364.24,7.23,48,2025-08-05,2029-08-05,Closed
468,4136,Car,2395902.82,8.05,60,2025-09-09,2030-09-09,Active
469,3673,Education,1081499.21,11.79,24,2024-05-20,2026-05-20,Active
470,3193,Car,4560717.95,9.73,84,2025-10-01,2032-10-01,Defaulted
471,2963,Personal,1078358.9,11.69,84,2025-04-02,2032-04-02,Active
472,2122,Home,4362375.88,12.49,84,2025-02-20,2032-02-20,Closed
473,185,Home,4350348.29,10.79,12,2022-01-30,2023-01-30,Closed
474,2249,Car,3771787.41,7.62,24,2021-04-13,2023-04-13,Active
475,3098,Car,1773959.35,9.62,84,2023-05-14,2030-05-14,Closed
476,332,Home,2580913.94,13.93,122,2023-06-10,2033-06-10,Active
477,29,Education,4377767.97,7.58,84,2024-11-09,2031-11-09,Defaulted
478,4912,Personal,905308.78,9.36,12,2025-09-08,2026-09-08,Active
479,3981,Business,1489182.14,11.42,36,2021-11-22,2024-11-22,Active
480,64,Education,4518741.44,14.2,122,2024-11-03,2034-11-03,Active
481,1575,Home,3285334.62,13.21,24,2021-08-27,2023-08-27,Closed
482,1322,Car,2649750.89,8.17,36,2023-02-05,2026-02-05,Active
483,4524,Car,2647207.64,10.94,36,2024-08-02,2027-08-02,Active
484,4556,Personal,3725164.94,8.26,36,2021-12-07,2024-12-07,Active
485,4392,Education,1873136.39,9.41,60,2022-12-03,2027-12-03,Closed
486,1275,Personal,4799226.0,10.05,48,2023-12-20,2027-12-20,Defaulted
487,4842,Home,3787715.14,12.51,60,2022-09-28,2027-09-28,Active
488,2236,Home,1364443.71,11.07,24,2021-01-27,2023-01-27,Defaulted
489,4541,Education,4476799.32,10.3,60,2021-07-11,2026-07-11,Defaulted
490,949,Personal,4728331.66,8.22,48,2025-05-12,2029-05-12,Active
491,946,Personal,417087.57,13.63,48,2024-01-03,2028-01-03,Defaulted
492,244,Car,4246021.93,14.44,72,2022-11-29,2028-11-29,Closed
493,3630,Car,3412997.77,13.99,36,2022-04-02,2025-04-02,Defaulted
494,4347,Home,4143397.67,13.26,36,2023-01-16,2026-01-16,Closed
495,2370,Personal,2867250.77,9.56,24,2021-11-20,2023-11-20,Closed
496,4560,Business,4676062.46,9.96,12,2022-06-30,2023-06-30,Closed
497,4295,Home,2717155.87,10.07,48,2025-07-01,2029-07-01,Active
498,4428,Home,2845850.65,10.26,12,2022-09-09,2023-09-09,Active
499,2459,Business,287439.41,13.56,24,2024-08-02,2026-08-02,Closed
500,2699,Personal,2249749.4,11.21,48,2022-02-23,2026-02-23,Active
501,2728,Business,738979.62,6.53,36,2025-03-14,2028-03-14,Active
502,2152,Education,1264185.96,12.14,60,2022-10-07,2027-10-07,Defaulted
503,3359,Personal,541012.92,13.77,122,2022-10-16,2032-10-16,Defaulted
504,1056,Car,1114361.72,8.14,12,2025-08-05,2026-08-05,Active
505,4178,Home,948464.41,6.61,48,2021-08-22,2025-08-22,Closed
506,1819,Education,3870437.07,13.5,72,2022-01-17,2028-01-17,Defaulted
507,205,Education,3090105.38,8.01,48,2021-09-21,2025-09-21,Defaulted
508,4794,Car,1462126.08,10.31,24,2025-06-09,2027-06-09,Active
509,1818,Personal,4774012.46,8.48,122,2025-01-06,2035-01-06,Active
510,3298,Personal,3671647.22,10.02,12,2021-01-07,2022-01-07,Closed
511,4527,Personal,1524344.37,10.15,72,2024-02-05,2030-02-05,Closed
512,3049,Home,402473.25,12.89,60,2022-02-06,2027-02-06,Defaulted
513,2280,Business,1254344.54,12.3,36,2025-08-01,2028-08-01,Defaulted
514,6,Business,388324.44,14.14,84,2022-07-20,2029-07-20,Closed
515,4641,Personal,1005424.18,13.56,12,2022-03-25,2023-03-25,Closed
516,1256,Home,4056892.39,14.24,84,2025-02-28,2032-02-28,Closed
517,547,Education,2415558.77,12.32,12,2025-02-21,2026-02-21,Closed
518,3444,Car,1885017.75,7.97,122,2021-03-08,2031-03-08,Active
519,3706,Personal,2243225.87,7.83,60,2025-09-06,2030-09-06,Closed
520,355,Education,4911120.88,7.27,24,2025-07-02,2027-07-02,Closed
521,1179,Education,2966598.03,11.51,122,2022-07-26,2032-07-26,Active
522,1825,Business,2713493.74,11.8,84,2022-03-11,2029-03-11,Active
523,2449,Car,625094.84,10.94,12,2022-01-01,2023-01-01,Closed
524,1802,Business,1471702.23,14.02,12,2021-10-17,2022-10-17,Closed
525,1593,Education,3822254.68,14.28,122,2021-02-22,2031-02-22,Defaulted
526,1317,Personal,235902.55,8.78,84,2021-10-04,2028-10-04,Closed
527,2469,Education,1017341.8,6.59,122,2020-11-21,2030-11-21,Active
528,2647,Business,1249512.36,11.93,12,2022-05-04,2023-05-04,Closed
529,1509,Car,1193890.16,10.57,48,2022-09-20,2026-09-20,Closed
530,1427,Personal,4444699.67,12.05,48,2022-04-04,2026-04-04,Defaulted
531,40,Personal,2003413.9,9.48,12,2020-10-12,2021-10-12,Active
532,3723,Personal,2305892.28,7.92,36,2020-11-25,2023-11-25,Active
533,2712,Car,3188303.8,9.41,72,2021-04-19,2027-04-19,Closed
534,4919,Personal,4269208.48,12.55,24,2025-03-15,2027-03-15,Defaulted
535,2770,Education,3072040.16,9.41,72,2024-01-18,2030-01-18,Closed
536,4792,Education,1089162.57,12.71,12,2024-09-08,2025-09-08,Active
537,4088,Home,2457725.04,8.3,84,2024-06-15,2031-06-15,Active
538,2274,Personal,1016114.34,7.82,36,2023-12-28,2026-12-28,Closed
539,504,Car,3896947.92,8.33,48,2021-09-27,2025-09-27,Active
540,1183,Business,2656879.2,10.11,72,2021-02-23,2027-02-23,Closed
541,2940,Car,2919073.95,13.52,36,2021-01-06,2024-01-06,Active
542,2640,Business,4345349.58,10.11,36,2025-01-31,2028-01-31,Closed
543,1855,Personal,126062.94,9.91,12,2025-07-05,2026-07-05,Active
544,1146,Education,3050658.01,10.96,84,2024-11-07,2031-11-07,Active
545,4916,Education,3274113.72,7.73,24,2024-01-18,2026-01-18,Active
546,813,Personal,3250348.74,7.96,122,2021-10-19,2031-10-19,Active
547,4918,Car,3765093.7,9.21,36,2020-11-09,2023-11-09,Active
548,2475,Education,3563982.4,6.88,24,2025-06-03,2027-06-03,Closed
549,4437,Home,2068907.13,12.14,36,2021-06-22,2024-06-22,Closed
550,1973,Education,1173009.06,12.86,36,2023-04-11,2026-04-11,Closed
551,4949,Education,3172359.68,11.2,48,2022-05-17,2026-05-17,Active
552,3246,Car,1800066.83,10.36,48,2023-12-07,2027-12-07,Closed
553,271,Home,3006879.04,10.28,48,2024-01-11,2028-01-11,Active
554,4804,Business,3506650.95,9.97,36,2021-07-21,2024-07-21,Active
555,2475,Home,1051252.25,8.21,72,2023-03-22,2029-03-22,Active
556,1239,Education,78728.66,8.91,12,2021-04-15,2022-04-15,Active
557,4793,Home,3757142.32,12.85,12,2022-10-06,2023-10-06,Defaulted
558,1961,Car,1052214.33,14.17,48,2025-06-20,2029-06-20,Closed
559,1849,Business,2536893.83,13.84,122,2023-03-24,2033-03-24,Closed
560,695,Home,3548488.15,12.28,12,2023-06-25,2024-06-25,Active
561,178,Business,470965.93,8.26,36,2022-11-02,2025-11-02,Defaulted
562,2799,Home,93633.42,12.23,84,2021-06-27,2028-06-27,Closed
563,1198,Personal,1754969.53,12.79,36,2025-02-07,2028-02-07,Closed
564,2301,Home,1727734.29,13.05,122,2021-03-02,2031-03-02,Defaulted
565,3019,Business,696956.36,7.89,72,2024-11-13,2030-11-13,Closed
566,21,Business,1737338.87,9.77,122,2023-02-11,2033-02-11,Defaulted
567,1169,Home,1776078.91,12.61,48,2024-05-06,2028-05-06,Closed
568,2820,Car,529909.39,9.31,48,2025-06-11,2029-06-11,Defaulted
569,1920,Education,4194338.0,7.03,24,2021-12-09,2023-12-09,Defaulted
570,3840,Business,4714600.36,14.39,122,2022-06-03,2032-06-03,Active
571,2334,Education,488412.46,8.83,72,2023-06-11,2029-06-11,Closed
572,3614,Car,1893383.3,12.71,60,2023-05-25,2028-05-25,Closed
573,106,Business,2999837.72,11.65,24,2024-03-28,2026-03-28,Closed
574,2890,Business,3799673.62,7.44,48,2023-06-15,2027-06-15,Defaulted
575,856,Education,4174386.81,12.14,24,2021-08-05,2023-08-05,Closed
576,3506,Education,2907841.54,13.62,84,2021-01-22,2028-01-22,Closed
577,479,Car,3516516.45,8.11,72,2020-10-17,2026-10-17,Defaulted
578,3858,Home,2177239.64,10.45,84,2022-06-14,2029-06-14,Active
579,218,Business,323327.25,14.14,36,2020-11-27,2023-11-27,Active
580,2631,Business,686457.44,12.08,122,2024-08-25,2034-08-25,Active
581,3333,Business,2555843.63,6.71,24,2024-03-15,2026-03-15,Active
582,1277,Car,4627500.01,13.31,36,2022-04-25,2025-04-25,Active
583,933,Education,2645076.74,8.33,84,2020-10-16,2027-10-16,Defaulted
584,4482,Home,652033.31,9.41,122,2023-11-29,2033-11-29,Closed
585,3915,Car,1314369.99,10.55,84,2023-02-19,2030-02-19,Closed
586,2016,Car,4833726.02,11.1,36,2023-07-26,2026-07-26,Active
587,3984,Business,4455158.73,11.71,24,2023-12-28,2025-12-28,Closed
588,4799,Home,2402470.31,13.34,36,2024-06-26,2027-06-26,Active
589,3102,Business,2383272.15,13.45,60,2021-05-25,2026-05-25,Closed
590,3393,Education,1493305.01,7.53,48,2023-08-01,2027-08-01,Active
591,681,Car,4283806.6,11.2,60,2020-12-05,2025-12-05,Defaulted
592,2553,Home,4451007.37,14.0,48,2021-02-26,2025-02-26,Active
593,237,Education,315460.53,10.51,48,2024-06-21,2028-06-21,Closed
594,2013,Car,1906074.52,11.51,36,2024-06-11,2027-06-11,Defaulted
595,600,Car,3978276.43,8.74,48,2024-01-30,2028-01-30,Closed
596,3583,Business,2806152.0,12.17,72,2024-05-09,2030-05-09,Defaulted
597,4115,Education,715433.86,13.01,84,2023-01-18,2030-01-18,Defaulted
598,1710,Education,3050242.52,14.1,36,2021-07-18,2024-07-18,Defaulted
599,2113,Education,1730668.15,7.37,24,2021-05-23,2023-05-23,Defaulted
600,4537,Education,2557180.95,7.19,48,2020-11-15,2024-11-15,Closed
601,2806,Personal,4849156.29,6.81,24,2024-02-08,2026-02-08,Active
602,4291,Home,3779844.31,10.7,36,2023-12-02,2026-12-02,Active
603,806,Home,1874672.23,7.03,60,2023-04-23,2028-04-23,Closed
604,2893,Education,3129726.27,11.18,36,2021-07-01,2024-07-01,Closed
605,2399,Education,1440372.2,13.78,36,2021-07-13,2024-07-13,Closed
606,1805,Home,1555344.54,10.1,72,2022-09-04,2028-09-04,Active
607,3997,Personal,2741624.16,7.3,36,2023-03-01,2026-03-01,Closed
608,2830,Car,4664200.51,9.5,48,2020-10-10,2024-10-10,Closed
609,2994,Personal,449857.11,9.6,84,2024-07-25,2031-07-25,Closed
610,3845,Personal,3021002.61,10.61,84,2025-05-15,2032-05-15,Defaulted
611,3616,Business,3487982.77,6.94,60,2023-07-09,2028-07-09,Closed
612,1309,Personal,1458476.02,13.05,36,2021-08-14,2024-08-14,Defaulted
613,2360,Home,445473.75,13.34,72,2024-02-27,2030-02-27,Active
614,2514,Car,504885.66,13.18,84,2023-01-19,2030-01-19,Closed
615,48,Business,1835902.59,11.4,84,2024-10-03,2031-10-03,Active
616,4649,Personal,806791.22,7.03,84,2021-02-13,2028-02-13,Closed
617,4374,Home,1118894.11,7.52,72,2025-03-18,2031-03-18,Active
618,445,Car,1596409.19,10.62,84,2020-11-21,2027-11-21,Closed
619,3424,Car,2964359.34,12.82,122,2023-11-21,2033-11-21,Defaulted
620,1896,Home,3298387.47,11.37,72,2025-07-17,2031-07-17,Defaulted
621,3612,Personal,2088321.04,10.29,48,2022-06-02,2026-06-02,Defaulted
622,2207,Home,2101878.11,13.24,36,2024-06-02,2027-06-02,Active
623,4715,Personal,1188502.24,6.55,24,2024-05-01,2026-05-01,Closed
624,3042,Car,3274033.49,8.12,12,2025-06-05,2026-06-05,Active
625,1605,Education,4456069.92,13.37,60,2022-06-26,2027-06-26,Closed
626,4507,Personal,429800.49,7.35,12,2023-04-08,2024-04-08,Closed
627,4037,Car,2501099.38,11.37,122,2025-06-23,2035-06-23,Closed
628,953,Home,1410796.27,12.23,60,2021-12-17,2026-12-17,Closed
629,199,Car,2994834.3,9.1,48,2023-12-24,2027-12-24,Defaulted
630,4340,Home,175588.87,12.5,36,2025-04-22,2028-04-22,Closed
631,3710,Car,1113030.65,13.18,36,2025-08-04,2028-08-04,Active
632,3644,Home,2130436.79,11.12,36,2025-07-26,2028-07-26,Defaulted
633,2210,Home,4371096.22,13.41,72,2024-03-18,2030-03-18,Defaulted
634,3234,Education,1889021.9,8.17,122,2022-02-12,2032-02-12,Defaulted
635,3648,Education,3886973.08,9.96,12,2024-01-25,2025-01-25,Active
636,3335,Car,1000607.87,13.74,48,2024-09-01,2028-09-01,Defaulted
637,3493,Home,1030615.76,6.71,48,2020-11-22,2024-11-22,Active
638,552,Car,150385.87,11.48,36,2025-04-03,2028-04-03,Active
639,402,Business,3325291.55,8.99,60,2022-10-03,2027-10-03,Closed
640,1037,Personal,1634054.4,9.22,84,2025-05-10,2032-05-10,Defaulted
641,1668,Car,3416784.81,6.97,48,2024-06-13,2028-06-13,Closed
642,3698,Home,4649125.95,8.28,84,2025-07-05,2032-07-05,Defaulted
643,1364,Education,4998382.37,7.87,84,2025-06-27,2032-06-27,Defaulted
644,703,Education,3869154.96,8.29,48,2025-03-09,2029-03-09,Active
645,2749,Business,450191.67,13.5,60,2025-07-29,2030-07-29,Closed
646,3563,Home,4300818.73,9.73,36,2021-10-08,2024-10-08,Defaulted
647,3035,Personal,3526860.91,10.96,84,2024-10-12,2031-10-12,Defaulted
648,426,Car,4272132.76,9.02,24,2025-04-06,2027-04-06,Active
649,2143,Home,2642178.38,10.38,72,2024-11-21,2030-11-21,Defaulted
650,1763,Home,1801833.84,13.63,72,2021-05-19,2027-05-19,Defaulted
651,8,Home,871095.73,7.7,24,2023-11-11,2025-11-11,Closed
652,2391,Home,2905702.2,11.76,84,2021-01-09,2028-01-09,Closed
653,2827,Business,1013365.31,9.63,12,2023-12-02,2024-12-02,Active
654,1776,Personal,4735491.02,8.47,12,2024-05-30,2025-05-30,Closed
655,559,Personal,3358385.48,12.42,12,2022-04-20,2023-04-20,Active
656,2228,Home,2268237.06,14.0,48,2023-11-07,2027-11-07,Closed
657,3324,Business,3696450.84,10.16,84,2024-08-15,2031-08-15,Closed
658,622,Personal,2868209.25,12.04,48,2021-06-03,2025-06-03,Active
659,4280,Personal,2981341.39,13.53,24,2025-08-09,2027-08-09,Defaulted
660,1780,Personal,1816598.88,8.9,122,2024-08-17,2034-08-17,Closed
661,2620,Business,1108502.5,6.8,72,2023-12-21,2029-12-21,Active
662,1615,Business,262919.12,13.46,12,2020-12-17,2021-12-17,Defaulted
663,99,Education,3408046.07,11.78,24,2022-10-11,2024-10-11,Defaulted
664,2604,Personal,3092481.95,13.29,84,2021-11-03,2028-11-03,Closed
665,902,Education,2427321.28,13.46,122,2020-12-14,2030-12-14,Defaulted
666,2149,Home,1829252.88,13.91,12,2021-07-03,2022-07-03,Defaulted
667,305,Education,3508352.05,8.56,36,2021-11-22,2024-11-22,Defaulted
668,842,Business,2842220.36,10.76,84,2024-06-07,2031-06-07,Defaulted
669,4578,Education,732599.17,11.23,48,2023-10-24,2027-10-24,Defaulted
670,843,Home,1608188.84,6.92,84,2024-08-18,2031-08-18,Active
671,2997,Education,4745847.98,11.63,84,2025-03-15,2032-03-15,Defaulted
672,3461,Home,4390748.71,11.91,24,2025-09-03,2027-09-03,Defaulted
673,4680,Education,1817069.28,10.6,122,2025-07-08,2035-07-08,Closed
674,2919,Car,3394946.46,14.18,48,2022-05-09,2026-05-09,Active
675,3391,Education,1305663.82,13.5,24,2023-12-31,2025-12-31,Active
676,2629,Personal,4624185.14,11.86,12,2020-11-20,2021-11-20,Defaulted
677,1699,Car,4659769.81,9.68,72,2023-05-04,2029-05-04,Closed
678,2921,Business,4767430.07,12.12,24,2021-06-07,2023-06-07,Closed
679,3457,Education,257928.55,13.75,72,2025-06-21,2031-06-21,Defaulted
680,1229,Car,2448140.4,10.18,72,2020-10-24,2026-10-24,Closed
681,1962,Business,2854009.7,7.7,48,2025-08-17,2029-08-17,Defaulted
682,4861,Personal,2372371.94,13.15,36,2023-11-25,2026-11-25,Active
683,3178,Car,126638.17,8.68,84,2021-12-12,2028-12-12,Active
684,3835,Personal,62150.2,9.83,122,2021-05-20,2031-05-20,Defaulted
685,355,Personal,3655161.78,12.89,24,2024-09-07,2026-09-07,Defaulted
686,2193,Education,4728689.32,11.37,84,2023-11-02,2030-11-02,Defaulted
687,3973,Home,1310402.99,13.89,48,2023-08-14,2027-08-14,Active
688,53,Business,3887812.98,11.1,36,2025-02-08,2028-02-08,Closed
689,1676,Education,3493419.07,13.89,36,2023-06-09,2026-06-09,Active
690,3924,Education,3576350.44,9.45,84,2021-10-06,2028-10-06,Defaulted
691,4589,Personal,3579489.6,6.82,48,2024-09-05,2028-09-05,Closed
692,571,Home,1962757.03,9.75,72,2024-11-25,2030-11-25,Active
693,2621,Business,875849.26,6.68,36,2024-08-25,2027-08-25,Closed
694,2457,Home,710237.12,11.74,84,2023-03-28,2030-03-28,Active
695,37,Car,4021329.64,14.41,122,2021-07-13,2031-07-13,Active
696,4385,Car,1764499.34,11.3,122,2021-12-08,2031-12-08,Defaulted
697,66,Car,4688867.59,7.84,122,2024-12-01,2034-12-01,Defaulted
698,1368,Education,3602345.65,12.54,122,2023-04-16,2033-04-16,Closed
699,3735,Home,490428.9,13.39,24,2024-01-15,2026-01-15,Defaulted
700,2397,Personal,4074869.98,6.77,36,2022-05-03,2025-05-03,Active
701,3939,Car,500867.85,6.89,84,2021-05-25,2028-05-25,Active
702,4937,Home,1706980.48,10.57,12,2021-08-02,2022-08-02,Closed
703,680,Home,2685121.25,8.64,36,2025-05-16,2028-05-16,Active
704,1160,Car,4562404.59,9.45,60,2025-06-15,2030-06-15,Active
705,2419,Education,275473.27,8.9,60,2021-12-29,2026-12-29,Active
706,425,Education,2678991.64,9.77,72,2023-02-23,2029-02-23,Defaulted
707,3663,Home,1405520.47,7.55,122,2021-07-18,2031-07-18,Defaulted
708,3500,Business,4104864.28,14.47,24,2024-03-10,2026-03-10,Defaulted
709,3890,Education,1681233.56,9.55,24,2021-12-08,2023-12-08,Closed
710,4997,Personal,3109285.75,12.25,84,2024-06-20,2031-06-20,Closed
711,3299,Education,1990546.2,13.74,122,2023-01-11,2033-01-11,Closed
712,334,Business,2822019.75,10.1,84,2022-04-09,2029-04-09,Active
713,1596,Personal,3251030.13,14.12,60,2022-02-23,2027-02-23,Active
714,144,Car,3983033.86,6.82,72,2021-12-17,2027-12-17,Active
715,2307,Education,1694934.06,10.26,36,2024-10-28,2027-10-28,Defaulted
716,2987,Education,1606861.98,12.1,48,2023-08-10,2027-08-10,Defaulted
717,1641,Car,4140032.29,12.35,36,2025-02-13,2028-02-13,Active
718,4747,Personal,4947199.77,8.68,24,2025-10-05,2027-10-05,Active
719,109,Home,4381198.0,12.63,122,2021-05-25,2031-05-25,Closed
720,2331,Car,1842784.85,12.37,122,2024-08-01,2034-08-01,Closed
721,411,Personal,565175.98,12.81,24,2021-03-20,2023-03-20,Closed
722,4807,Home,2685036.48,8.84,24,2023-01-05,2025-01-05,Closed
723,305,Home,3296097.64,11.63,24,2023-11-18,2025-11-18,Active
724,3252,Education,1086956.8,6.74,36,2023-01-11,2026-01-11,Active
725,252,Car,2196431.81,11.06,12,2021-11-19,2022-11-19,Closed
726,2857,Personal,4389196.13,13.93,48,2021-08-28,2025-08-28,Closed
727,2755,Business,2667585.83,12.53,122,2025-06-21,2035-06-21,Active
728,1808,Personal,2224551.2,12.47,72,2023-09-17,2029-09-17,Defaulted
729,4100,Personal,1063767.55,9.47,48,2023-04-06,2027-04-06,Closed
730,732,Home,3189428.59,6.65,36,2023-12-08,2026-12-08,Closed
731,4674,Education,3626183.49,13.18,84,2024-11-24,2031-11-24,Defaulted
